Категория;назва;наявність;код;опт;роздріб
Наживка;            Trout Attac, 50g, White Flash (Плавающее тесто на Форель-Белое);11,000;100505;2,39 EUR;107,072
Наживка;            Trout Attac, 50g, Yellow Flash (Плавающее тесто на Форель-Желтое);10,000;100510;2,39 EUR;107,072
Наживка;            Hook Paste, 170g, garlic (чеснок);19,000;CZ1884;1,59 EUR;71,232
Наживка;            Hook Paste, 170g, honey (мед);19,000;CZ1853;1,59 EUR;71,232
Наживка;            Hook Paste, 170g, liver (ливер);8,000;CZ1891;1,59 EUR;71,232
Наживка;            Hook Paste, 170g, octopus (осьминог);18,000;CZ1907;1,59 EUR;71,232
Наживка;            Hook Paste, 170g, pineapple (ананас)Hook Paste, 170g, pineapple (ананас);6,000;CZ1877;1,59 EUR;71,232
Наживка;            Hook Paste, 170g, strawberry (клубника);10,000;CZ1846;1,59 EUR;71,232
Наживка;            Hook Paste, 170g, vanilla (ваниль);15,000;CZ1860;1,59 EUR;71,232
Наживка;            CZ Rice, 25g, honey (мед);27,000;CZ6293;0,88 EUR;39,424
Наживка;            CZ Rice, 25g, natural (натуральный);17,000;CZ6286;0,88 EUR;39,424
Наживка;            CZ Rice, 25g, vanilla (ваниль);26,000;CZ6309;0,88 EUR;39,424
Наживка;            CZ Wheat, 15g, carpex;22,000;CZ6316;0,88 EUR;39,424
Наживка;            CZ Wheat, 15g, honey (мед);7,000;CZ6323;0,88 EUR;39,424
Наживка;            CZ Wheat, 15g, vanilla (ваниль);6,000;CZ6330;0,88 EUR;39,424
Наживка;            CZ Natural Corn Floaters, Honey, 30g (мед);1,000;CZ0536;0,63 EUR;28,224
Наживка;            CZ Natural Corn Floaters, Natural, 30g (натуральная);;CZ0550;0,63 EUR;28,224
Наживка;            CZ Natural Corn Floaters, Strawberry, 30g (клубника);4,000;CZ0543;0,63 EUR;28,224
Наживка;            CZ Natural Pellet Floaters, Midi Garlic, 30g (размер-средний - чеснок);6 861,000;CZ2265;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Midi Honey, 30g (размер-средний - мед);6,000;CZ0598;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Midi Mussel, 30g (размер-средний - ракушка);;CZ8518;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Midi Strawberry, 30g (размер-средний - клубника);53,000;CZ0604;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Midi Vanilla, 30g  (размер-средний - ваниль);;CZ0611;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Mini Garlic, 30g (размер-маленький - чеснок);3 549,000;CZ2258;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Mini Honey, 30g (размер-маленький - мед);;CZ0567;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Mini Mussel, 30g (размер-маленький - ракушка);;CZ8501;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Mini Strawberry,30g (размер-маленький-клубника);;CZ0574;0,69 EUR;30,912
Наживка;            CZ Natural Pellet Floaters, Mini Vanilla, 30g (размер-маленький - ваниль);123,000;CZ0581;0,69 EUR;30,912
Наживка;            CZ Artifical Bloodworm, 10pcs (искуственный мотыль);3,000;CZ3910;1,04 EUR;46,592
Наживка;            CZ Artifical Worm, 10pcs (искуственный червь);10,000;CZ3903;1,04 EUR;46,592
Наживка;            CZ Artificial Corn, 15pcs, orange (искусственная кукуруза, оранжевая);11,000;CZ6590;0,95 EUR;42,56
Наживка;            CZ Artificial Corn, 15pcs, red (искусственная кукуруза, красная);10,000;CZ6583;0,95 EUR;42,56
Наживка;            CZ Artificial Corn, 15pcs, yellow  (искусственная кукуруза, желтая);4,000;CZ6576;0,95 EUR;42,56
Наживка;            CZ Artificial Maggots, 15pcs, red (искусственный опарыш, красный);3,000;CZ6637;0,79 EUR;35,392
Наживка;            CZ Artificial Maggots, 15pcs, white (искусственный опарыш, белый);10,000;CZ6613;0,79 EUR;35,392
Наживка;            CZ Artificial Maggots, 15pcs, yellow (искусственный опарыш, желтый);45,000;CZ6620;0,79 EUR;35,392
Наживка;            CZ Artificial Pop Ups, 10mm, 10pcs, red  (искусственные плавающие шарики, красный);16,000;CZ6545;1,04 EUR;46,592
Наживка;            CZ Artificial Pop Ups, 10mm, 10pcs, yellow (искусственные плавающие шарики, желтый);;CZ6538;1,04 EUR;46,592
Наживка;            CZ Artificial Pop Ups, 14mm, 6pcs, red (искусственные плавающие шарики, красный);36,000;CZ6569;1,04 EUR;46,592
Наживка;            CZ Artificial Pop Ups, 14mm, 6pcs, yellow (искусственные плавающие шарики,желтый);;CZ6552;1,04 EUR;46,592
Наживка;            CZ Artificial Tigernuts, 15mm, 6pcs (искусственный тигровый орех);78,000;CZ6606;0,79 EUR;35,392
Наживка;            Flexi Corn Midi, strawberry (средняя,клубника);253,000;CZ9669;1,20 EUR;53,76
Наживка;            Flexi Corn Mini, strawberry (маленькая,клубника);1 288,000;CZ9621;0,99 EUR;44,352
Наживка;            Maggo Flex, yellow (желтый);487,000;CZ3059;0,79 EUR;35,392
Наживка;            Amur Corn 220 ml   (кукуруза для амуров);29,000;CZ7880;1,57 EUR;70,336
Наживка;            Amur Pearl Corn 185ml (e17g) (жемчужная кукуруза для амуров);9,000;CZ4849;1,20 EUR;53,76
Наживка;            Amur XXL Corn, 220ml (125g) (гигантская кукуруза для амуров);20,000;CZ8891;1,59 EUR;71,232
Наживка;            CZ Amur - Grass Carp Artificial Corn, 15pcs (искусственная кукуруза-зеленая);23,000;CZ5944;0,95 EUR;42,56
